attack_type,n_benign,n_attack,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,benign_fpr_mean,benign_fpr_std,attack_recall_mean,attack_recall_std
apache_bench,6821,1487,0.9339989738008203,0.029833019014603945,0.9891138831412584,0.00597658156101805,0.7769184480834305,0.0428723461335569,0.12466402775741581,0.028509635129230798,0.9955167002914145,0.007765302880828862
portscan,6821,694,0.9964065613488532,0.000518490315454884,0.9995585622239958,8.979337927167567e-05,0.6234055093911691,0.056998733153682694,0.12466402775741581,0.028509635129230798,1.0,0.0
slowloris,6821,929,1.0,0.0,1.0,0.0,0.6884986603317426,0.051556751697580734,0.12466402775741581,0.028509635129230798,1.0,0.0
