attack_type,n_benign,n_attack,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,benign_fpr_mean,benign_fpr_std,attack_recall_mean,attack_recall_std
apache_bench,6821,1487,0.922583194760057,0.04730916091200091,0.9839233184200026,0.01020568959551007,0.841380059668935,0.03235468023418922,0.06010848849142355,0.0020367166089209493,0.9275947097063438,0.062024065568102624
portscan,6821,694,0.9985047422359538,0.0008437206371786096,0.9998048773205762,0.00013279034899804935,0.7717713250664486,0.005777952675177802,0.06010848849142355,0.0020367166089209493,0.9995196926032661,0.0008319168143942479
slowloris,6821,929,1.0,0.0,1.0,0.0,0.8192444077892865,0.005000942910040864,0.06010848849142355,0.0020367166089209493,1.0,0.0
