attack_type,seed,n_benign,n_attack,threshold_95,pr_auc,roc_auc,f1,benign_fpr,attack_recall,recall__portscan,recall__apache_bench,recall__slowloris
portscan,0,6821,694,0.07774861007928838,0.9921728313153411,0.9989904461007222,0.7728285077951003,0.059815276352440994,1.0,1.0,,
portscan,1,6821,694,0.1122558593749999,0.9902048317362283,0.9986359720595026,0.7630566245189665,0.06318721595074037,1.0,1.0,,
portscan,2,6821,694,0.16095685064792614,0.9868011612366612,0.9978701982815402,0.7536557930258717,0.060694912769388654,0.9654178674351584,0.9654178674351584,,
apache_bench,0,6821,1487,0.07774861007928838,0.5727762026256575,0.9324785880701703,0.07124681933842239,0.059815276352440994,0.04707464694014795,,0.04707464694014795,
apache_bench,1,6821,1487,0.1122558593749999,0.5448727464749452,0.9228433059146133,0.0398569238630557,0.06318721595074037,0.026227303295225286,,0.026227303295225286,
apache_bench,2,6821,1487,0.16095685064792614,0.5097001016563539,0.9091225749980749,0.04020618556701031,0.060694912769388654,0.026227303295225286,,0.026227303295225286,
slowloris,0,6821,929,0.07774861007928838,1.0,1.0,0.8199470432480142,0.059815276352440994,1.0,,,1.0
slowloris,1,6821,929,0.1122558593749999,1.0,1.0,0.8117081695063346,0.06318721595074037,1.0,,,1.0
slowloris,2,6821,929,0.16095685064792614,1.0,1.0,0.8177816901408451,0.060694912769388654,1.0,,,1.0
