n_seeds,val_auc_mean,val_auc_std,val_auc_median,val_auc_trimmed_mean,test_auc_mean,test_auc_std,test_auc_median,test_auc_trimmed_mean,test_f1_pctl95_mean,test_f1_pctl95_std,test_f1_pctl95_median,test_f1_pctl95_trimmed_mean,n_active_dims_train_mean,n_active_dims_train_std,n_active_dims_train_median,n_active_dims_train_trimmed_mean
10,0.8028668517631393,0.03639594617003469,0.8035769299539163,0.8078071759647107,0.9196620589842954,0.014880873109456832,0.920767191695927,0.9214170004967291,0.8468309365255393,0.007041067399724627,0.8480231832581727,0.8473358555051113,5.3,3.020301677353145,6.0,5.5
