attack_type,n_benign,n_attack,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,benign_fpr_mean,benign_fpr_std,attack_recall_mean,attack_recall_std
apache_bench,6821,1487,0.2133326543409091,0.02189255328752521,0.5814555350298295,0.07679737669577981,0.05072447370548192,0.008130107081270455,0.056494648878463574,0.005949897792774239,0.032784129119031606,0.005471537675500523
portscan,6821,694,0.9885974829547749,0.002337637537399824,0.9982492721452271,0.0005081990267650894,0.7736510683628146,0.016053894328691698,0.05784342471778332,0.005599078147768417,0.9889048991354468,0.013821630768116551
slowloris,6821,929,1.0,0.0,1.0,0.0,0.8271273729171037,0.015779179620049887,0.057044421639055855,0.006240468145410634,1.0,0.0
