contamination_pct,target_pct,seed,threshold_95,pr_auc,roc_auc,f1,benign_fpr,attack_recall,fpr_w10,fpr_0208
0.0,0,16,0.13180902451276796,0.7638354472522366,0.9253014410351926,0.7096774193548387,0.020902090209020903,0.6534653465346535,0.014150943396226415,0.03663003663003663
0.0,0,17,0.07442027032375341,0.7657499030959426,0.9272511409556797,0.6868686868686869,0.0319031903190319,0.6732673267326733,0.025157232704402517,0.047619047619047616
0.0,0,18,0.07282363586127763,0.7680004048509071,0.930039538607326,0.6634146341463415,0.039603960396039604,0.6732673267326733,0.026729559748427674,0.0695970695970696
0.0,0,19,0.12175361849367623,0.7502928819296784,0.9077323573941553,0.7021276595744681,0.0231023102310231,0.6534653465346535,0.01729559748427673,0.03663003663003663
1.0,1,0,0.182925733178854,0.7068758832436743,0.8320861789149212,0.7096774193548387,0.020902090209020903,0.6534653465346535,0.015723270440251572,0.03296703296703297
1.0,1,1,0.12305934987962253,0.6737340841388203,0.7675935910422725,0.7311827956989247,0.0187018701870187,0.6732673267326733,0.015723270440251572,0.02564102564102564
1.0,1,2,0.14396093562245382,0.7486926191321588,0.9207594026729405,0.7096774193548387,0.020902090209020903,0.6534653465346535,0.020440251572327043,0.02197802197802198
1.0,1,3,0.11030631363391892,0.7023416131436088,0.8227406899105753,0.7391304347826086,0.0165016501650165,0.6732673267326733,0.01729559748427673,0.014652014652014652
1.0,1,4,0.12125806808471695,0.736393210762828,0.8918297770371096,0.7311827956989247,0.0187018701870187,0.6732673267326733,0.01729559748427673,0.02197802197802198
1.0,1,5,0.10728590190410615,0.7518730548618351,0.9170560620418478,0.7272727272727273,0.019801980198019802,0.6732673267326733,0.01729559748427673,0.02564102564102564
1.0,1,6,0.09885324947535994,0.7271537255729217,0.8847389689463996,0.7311827956989247,0.0187018701870187,0.6732673267326733,0.01729559748427673,0.02197802197802198
1.0,1,7,0.1376952461898327,0.7502053975879122,0.9072857780827588,0.7213114754098361,0.0176017601760176,0.6534653465346535,0.01729559748427673,0.018315018315018316
1.0,1,8,0.12836830951273473,0.6934443146462393,0.7987234367001057,0.7351351351351352,0.0176017601760176,0.6732673267326733,0.015723270440251572,0.02197802197802198
1.0,1,9,0.13325395062565806,0.7369113229114916,0.8923417094184666,0.7135135135135136,0.019801980198019802,0.6534653465346535,0.020440251572327043,0.018315018315018316
1.0,1,10,0.09282708577811742,0.7320086100338706,0.8956093629164896,0.6903553299492385,0.030803080308030802,0.6732673267326733,0.018867924528301886,0.05860805860805861
1.0,1,11,0.14919968545436868,0.7335235858444271,0.9198989205851278,0.7213114754098361,0.0176017601760176,0.6534653465346535,0.01729559748427673,0.018315018315018316
1.0,1,12,0.12582797445356883,0.7090143072314379,0.8113583635591283,0.7157894736842105,0.0231023102310231,0.6732673267326733,0.018867924528301886,0.03296703296703297
1.0,1,13,0.13074569925665872,0.7176319521869139,0.844154712500953,0.7351351351351352,0.0176017601760176,0.6732673267326733,0.015723270440251572,0.02197802197802198
1.0,1,14,0.20229328423738482,0.7082928587222234,0.7963925105381826,0.717391304347826,0.0187018701870187,0.6534653465346535,0.015723270440251572,0.02564102564102564
1.0,1,15,0.12184175848960888,0.7510955765626139,0.9159341676741931,0.7252747252747253,0.0165016501650165,0.6534653465346535,0.014150943396226415,0.02197802197802198
1.0,1,16,0.135919101536274,0.7630370901334415,0.9242340075591717,0.7058823529411765,0.022002200220022004,0.6534653465346535,0.01729559748427673,0.03296703296703297
1.0,1,17,0.12346043065190329,0.6813160695992277,0.8315088934636038,0.7157894736842105,0.0231023102310231,0.6732673267326733,0.015723270440251572,0.040293040293040296
1.0,1,18,0.15910253301262856,0.7298321143004519,0.89092572623599,0.717391304347826,0.0187018701870187,0.6534653465346535,0.01729559748427673,0.02197802197802198
1.0,1,19,0.13583677932620059,0.7470810587525771,0.905150911130717,0.7311827956989247,0.0187018701870187,0.6732673267326733,0.01729559748427673,0.02197802197802198
2.0,2,0,0.1576154597103596,0.7250958565303534,0.9028635536821009,0.7213114754098361,0.0176017601760176,0.6534653465346535,0.015723270440251572,0.02197802197802198
2.0,2,1,0.128030513972044,0.691840710467493,0.7743576337831803,0.7311827956989247,0.0187018701870187,0.6732673267326733,0.01729559748427673,0.02197802197802198
2.0,2,2,0.13512875139713298,0.7255135797315079,0.9011425895064753,0.717391304347826,0.0187018701870187,0.6534653465346535,0.01729559748427673,0.02197802197802198
