contamination_pct,target_pct,seed,threshold_95,pr_auc,roc_auc,f1,benign_fpr,attack_recall,fpr_w10,fpr_0208
21.26,22,4,0.6398972570896151,0.7041046994773593,0.8327506017928525,0.6226415094339622,0.04950495049504951,0.6534653465346535,0.04245283018867924,0.06593406593406594
21.26,22,5,0.5218362122774125,0.6342201521598545,0.8219346687143962,0.6197183098591549,0.050605060506050605,0.6534653465346535,0.04245283018867924,0.0695970695970696
21.26,22,6,0.5127762496471406,0.5785314013546208,0.8008147349388405,0.5517241379310345,0.050605060506050605,0.5544554455445545,0.04245283018867924,0.0695970695970696
21.26,22,7,0.6538765043020252,0.7028065440218848,0.8279035824374517,0.631578947368421,0.0462046204620462,0.6534653465346535,0.03930817610062893,0.06227106227106227
21.26,22,8,0.4186547487974168,0.7082357181523141,0.8316395996035247,0.6,0.058305830583058306,0.6534653465346535,0.050314465408805034,0.07692307692307693
21.26,22,9,0.6124764025211336,0.717959007016112,0.8501127340456818,0.6098654708520179,0.0594059405940594,0.6732673267326733,0.050314465408805034,0.08058608058608059
21.26,22,10,0.4570736691355708,0.5391281834677006,0.7974817283708568,0.4639175257731959,0.052805280528052806,0.44554455445544555,0.0440251572327044,0.07326007326007326
21.26,22,11,0.7061732649803167,0.7002945114702954,0.820921696130009,0.6346153846153846,0.045104510451045104,0.6534653465346535,0.03773584905660377,0.06227106227106227
21.26,22,12,0.3827735766768457,0.5601351817444951,0.7918177956409502,0.5192307692307693,0.058305830583058306,0.5346534653465347,0.050314465408805034,0.07692307692307693
21.26,22,13,0.196694914251566,0.5074887309019631,0.6580291692535591,0.5084745762711864,0.034103410341034104,0.44554455445544555,0.02358490566037736,0.05860805860805861
21.26,22,14,0.7172927588224416,0.7031693401946426,0.8297879292879784,0.6082949308755761,0.05500550055005501,0.6534653465346535,0.04559748427672956,0.07692307692307693
21.26,22,15,0.4256330847740175,0.5406665047211824,0.7751745471576861,0.4975609756097561,0.058305830583058306,0.504950495049505,0.050314465408805034,0.07692307692307693
21.26,22,16,0.671221244335175,0.7049960844224675,0.8328486313977933,0.6285714285714286,0.047304730473047306,0.6534653465346535,0.040880503144654086,0.06227106227106227
21.26,22,17,0.682432693243027,0.7024551171881092,0.8266945506431831,0.6197183098591549,0.050605060506050605,0.6534653465346535,0.04245283018867924,0.0695970695970696
21.26,22,18,0.4447417452931406,0.5890914150979337,0.8053023124094588,0.5402843601895735,0.058305830583058306,0.5643564356435643,0.050314465408805034,0.07692307692307693
21.26,22,19,0.5920776665210725,0.7046525681102994,0.8419000315873171,0.6,0.058305830583058306,0.6534653465346535,0.04874213836477988,0.08058608058608059
