target_pct,v2_pr_auc,v2_roc_auc,v2_f1,v2_benign_fpr,v2_attack_recall,v2_pr_auc_std,v1det_pr_auc,v1det_roc_auc,v1det_f1,v1det_benign_fpr,v1det_attack_recall,v1det_pr_auc_std,pr_auc_delta_v2_minus_v1det
0,0.751618794623495,0.8960608437081332,0.7041221088829852,0.025577557755775575,0.6673267326732674,0.02813950953388394,0.7273671415255143,0.8863945791965147,0.6370926879869044,0.04220183486238528,0.6438356164383562,0.017672910967683312,0.02425165309798072
1,0.7250229224684338,0.8685161585465477,0.7212384941196691,0.0198019801980198,0.6643564356435644,0.025045964639957417,0.709996412684525,0.8684030832390768,0.6392308596733794,0.040596330275229305,0.6404109589041096,0.02436493828393548,0.015026509783908848
2,0.7022272225530052,0.8508811772266336,0.7121533978850281,0.020957095709570956,0.656930693069307,0.02985981897442668,0.7061643771893455,0.867318084705291,0.6442711818813089,0.03967889908256876,0.6438356164383562,0.019426500995059288,-0.0039371546363403676
4,0.6528534859847424,0.8098035051029855,0.6507067261663041,0.03547854785478548,0.6341584158415842,0.039341059643009144,0.683065387684674,0.82062544510075,0.6459604767572621,0.03814984709480118,0.6397260273972603,0.026398558453943795,-0.030211901699931598
8,0.6354693227490851,0.7946824385408838,0.627780422132029,0.040869086908690865,0.6237623762376238,0.04812798029323078,0.6493576888594979,0.7926584558669515,0.6103054317838079,0.04288990825688068,0.6102739726027397,0.058499862361730055,-0.013888366110412775
12,0.6561094040506917,0.8092349333943295,0.6039081874828292,0.04675467546754675,0.6163366336633663,0.06547082603542677,0.6450156689006439,0.8263394914331197,0.5891916239075268,0.04411314984709473,0.5890410958904109,0.08336549560666069,0.011093735150047856
15,0.6009738204909139,0.7834678517356686,0.5550185005588926,0.047579757975797575,0.553960396039604,0.09724273917948834,0.6491865812662295,0.8142097105274182,0.5997047755999272,0.042354740061162036,0.5965753424657534,0.09038724785873432,-0.048212760775315666
20,0.6616151555267926,0.817923624045573,0.5945350525076691,0.05154015401540153,0.6227722772277228,0.0761901599372252,0.6681001082564915,0.837660759917892,0.6139342072481874,0.040519877675840935,0.6089041095890411,0.07529440376833435,-0.006484952729698845
22,0.6433359600210412,0.8078843032818133,0.5742531048089674,0.0517051705170517,0.5945544554455446,0.0866331002931465,0.6700031170189003,0.8475294290142852,0.6084947457383586,0.04181957186544338,0.6054794520547946,0.07592768530643608,-0.026667156997859043
