target_pct,seed,threshold_95,pr_auc,roc_auc,f1,benign_fpr,attack_recall
1,1,0.1462404370307922,0.6890453823662582,0.775417871056931,0.6438356164383562,0.039755351681957186,0.6438356164383562
1,2,0.08168127983808515,0.7146761313274501,0.8874156926814963,0.6666666666666666,0.03211009174311927,0.6438356164383562
1,3,0.1010932832956314,0.7374770163006187,0.9076075572870848,0.6266666666666667,0.045871559633027525,0.6438356164383562
1,4,0.10451853871345498,0.6829433511984546,0.7928448745339534,0.6394557823129252,0.04128440366972477,0.6438356164383562
1,5,0.0684698149561882,0.7598013761826883,0.9372041389133258,0.6103896103896104,0.05198776758409786,0.6438356164383562
1,6,0.07739649713039388,0.7029202109156245,0.8615265384776507,0.6438356164383562,0.039755351681957186,0.6438356164383562
1,7,0.1040858447551727,0.7498403409404889,0.9345858992082443,0.6527777777777778,0.03669724770642202,0.6438356164383562
1,8,0.10303698182106015,0.7028062727483544,0.8617988354069792,0.6351351351351351,0.04281345565749235,0.6438356164383562
1,9,0.11831409782171248,0.672404620543569,0.7858070462066944,0.6308724832214765,0.04434250764525994,0.6438356164383562
1,10,0.08118899166584015,0.7141608332087568,0.8861379917054166,0.6438356164383562,0.039755351681957186,0.6438356164383562
1,11,0.10059835910797113,0.727451181404288,0.9073771521930376,0.6527777777777778,0.03669724770642202,0.6438356164383562
1,12,0.09773993939161299,0.7012345262245107,0.8291232038875622,0.6225165562913907,0.047400611620795105,0.6438356164383562
1,13,0.09558788836002347,0.714774946798456,0.8677474760169243,0.6438356164383562,0.039755351681957186,0.6438356164383562
1,14,0.11595349013805388,0.7157199969281216,0.8890285283398265,0.6438356164383562,0.039755351681957186,0.6438356164383562
1,15,0.0730349451303482,0.737898812634194,0.9207197017301327,0.6482758620689655,0.0382262996941896,0.6438356164383562
1,16,0.08210328072309493,0.7146035883896897,0.8870386661639647,0.6438356164383562,0.039755351681957186,0.6438356164383562
1,17,0.10519915670156474,0.6920435140486971,0.8288718528758745,0.6394557823129252,0.04128440366972477,0.6438356164383562
1,18,0.09724108427762984,0.7130316808762445,0.8842109672824767,0.6527777777777778,0.03669724770642202,0.6438356164383562
1,19,0.11133114844560608,0.6689372493162807,0.8769217879435298,0.6,0.0382262996941896,0.5753424657534246
2,0,0.09575908035039901,0.7223140969472249,0.8997109463365589,0.6482758620689655,0.0382262996941896,0.6438356164383562
2,1,0.08484311997890472,0.7052170191444295,0.886054208034854,0.6308724832214765,0.04434250764525994,0.6438356164383562
2,2,0.12081072479486447,0.710327948409313,0.8788069205311886,0.6527777777777778,0.03669724770642202,0.6438356164383562
2,3,0.08612276166677474,0.7094646537088238,0.8893427171044362,0.6394557823129252,0.04128440366972477,0.6438356164383562
2,4,0.08819502592086789,0.7406071459192345,0.9222487537179003,0.6714285714285714,0.03058103975535168,0.6438356164383562
2,5,0.09692218601703637,0.6978972542420979,0.8490637174814629,0.6351351351351351,0.04281345565749235,0.6438356164383562
2,6,0.10322647839784617,0.6759133720022278,0.8020610782958401,0.6266666666666667,0.045871559633027525,0.6438356164383562
2,7,0.08342567384243005,0.7207066945647226,0.8973650035608061,0.6438356164383562,0.039755351681957186,0.6438356164383562
2,8,0.10760731101036061,0.6903234699005972,0.8230488877717732,0.6394557823129252,0.04128440366972477,0.6438356164383562
2,9,0.13506093323230742,0.6750757764622113,0.7730928741988187,0.6438356164383562,0.039755351681957186,0.6438356164383562
2,10,0.10847452282905577,0.6977163534632426,0.8214360521134432,0.6482758620689655,0.0382262996941896,0.6438356164383562
2,11,0.09678590297698973,0.7080606404689811,0.8826609693770684,0.6266666666666667,0.045871559633027525,0.6438356164383562
2,12,0.09911336898803702,0.710198766091706,0.8945582505969587,0.6573426573426573,0.035168195718654434,0.6438356164383562
2,13,0.104871329665184,0.6982860177849064,0.8500062837752923,0.6527777777777778,0.03669724770642202,0.6438356164383562
2,14,0.08980949819087977,0.7204850614835412,0.9061622889698797,0.6351351351351351,0.04281345565749235,0.6438356164383562
2,15,0.10273466855287551,0.7231560837902569,0.9064764777344896,0.6482758620689655,0.0382262996941896,0.6438356164383562
2,16,0.08828988969325997,0.7375709847131152,0.9237987516233086,0.6666666666666666,0.03211009174311927,0.6438356164383562
2,17,0.0805155485868454,0.6908691952861716,0.8575887059612082,0.6308724832214765,0.04434250764525994,0.6438356164383562
2,18,0.10646988898515693,0.6706269665134382,0.7760671945037912,0.6438356164383562,0.039755351681957186,0.6438356164383562
2,19,0.09799901247024534,0.718470042890668,0.90681161241674,0.6438356164383562,0.039755351681957186,0.6438356164383562
4,0,0.16214911341667174,0.7073491915201733,0.8808386745423317,0.6762589928057554,0.0290519877675841,0.6438356164383562
4,1,0.18154770135879514,0.6769881093468324,0.7988144610615391,0.6573426573426573,0.035168195718654434,0.6438356164383562
4,2,0.10646863877773279,0.6999171634353658,0.8543839805621884,0.6527777777777778,0.03669724770642202,0.6438356164383562
4,3,0.1984105110168456,0.6029498559592108,0.7606509991202715,0.6216216216216216,0.04434250764525994,0.6301369863013698
4,4,0.0913049846887588,0.6605205669169902,0.8374596791085417,0.6370370370370371,0.0290519877675841,0.589041095890411
4,5,0.12704915702342987,0.677327179853962,0.8088475556114113,0.6482758620689655,0.0382262996941896,0.6438356164383562
4,6,0.09721140265464775,0.6807191245659785,0.821917808219178,0.6438356164383562,0.039755351681957186,0.6438356164383562
4,7,0.2984488189220428,0.666906945019017,0.7526706044991832,0.6527777777777778,0.03669724770642202,0.6438356164383562
4,8,0.10277862399816508,0.6937632158941439,0.8363914373088684,0.6573426573426573,0.035168195718654434,0.6438356164383562
4,9,0.13434962630271904,0.6704125434971471,0.7647145071425578,0.6619718309859155,0.03363914373088685,0.6438356164383562
4,10,0.12214272022247312,0.6834967800688951,0.7968245988856772,0.6666666666666666,0.03211009174311927,0.6438356164383562
4,11,0.10199847668409347,0.6705416700647201,0.7739935486573666,0.6344827586206897,0.039755351681957186,0.6301369863013698
4,12,0.12231589406728742,0.6837754389331373,0.8232583469481798,0.6438356164383562,0.039755351681957186,0.6438356164383562
4,13,0.6027604699134824,0.7025191862889646,0.8584265426668342,0.6225165562913907,0.047400611620795105,0.6438356164383562
4,14,0.10537163913249964,0.6905558703675083,0.8259603703238239,0.6394557823129252,0.04128440366972477,0.6438356164383562
4,15,0.08819864392280573,0.7113715409142833,0.8820116459302082,0.618421052631579,0.04892966360856269,0.6438356164383562
4,16,0.13069755285978282,0.7192940956132701,0.8954798709731473,0.6573426573426573,0.035168195718654434,0.6438356164383562
4,17,0.1934664398431774,0.6597728082947211,0.7191361903564994,0.6438356164383562,0.039755351681957186,0.6438356164383562
4,18,0.10857667177915564,0.6803900353134575,0.8206401072430983,0.6351351351351351,0.04281345565749235,0.6438356164383562
4,19,0.11071991622447962,0.7227364318257012,0.9000879728540907,0.6482758620689655,0.0382262996941896,0.6438356164383562
8,0,0.18818974196910856,0.6711099266823134,0.7780989485149346,0.6266666666666667,0.045871559633027525,0.6438356164383562
8,1,0.31633906960487335,0.4685450908248108,0.6842821834024548,0.421875,0.04281345565749235,0.3698630136986301
8,2,0.11772859692573544,0.6861210580953384,0.8404758912487957,0.6527777777777778,0.03669724770642202,0.6438356164383562
8,3,0.1867242336273191,0.68547143055298,0.8094549872229903,0.6266666666666667,0.045871559633027525,0.6438356164383562
8,4,1.0892652750015241,0.7112764119089028,0.8593691089606634,0.6438356164383562,0.039755351681957186,0.6438356164383562
8,5,0.3849988579750055,0.5727855998257056,0.7594570818147544,0.5,0.039755351681957186,0.4520547945205479
8,6,0.11807004064321508,0.676097631008935,0.7721503079049894,0.6438356164383562,0.039755351681957186,0.6438356164383562
8,7,0.12640999257564542,0.6700492052122569,0.7720455783167861,0.6527777777777778,0.03669724770642202,0.6438356164383562
8,8,0.6813789725303634,0.7117247035102903,0.8605211344308994,0.6225165562913907,0.047400611620795105,0.6438356164383562
8,9,0.7515603661537158,0.6848126331813227,0.8365799505676343,0.618421052631579,0.04892966360856269,0.6438356164383562
8,10,0.6792707443237305,0.6910163309903176,0.8548866825855641,0.6143790849673203,0.05045871559633028,0.6438356164383562
8,11,0.11693120896816253,0.654657528922708,0.6946085207992962,0.6482758620689655,0.0382262996941896,0.6438356164383562
8,12,0.6901888489723204,0.606814856542137,0.8399941351430606,0.6,0.04892966360856269,0.6164383561643836
8,13,0.2107214033603668,0.6597919138849699,0.7391814335386033,0.6573426573426573,0.035168195718654434,0.6438356164383562
8,14,0.15362592339515677,0.6842199881424955,0.8182941644673453,0.6573426573426573,0.035168195718654434,0.6438356164383562
8,15,0.19418517947196956,0.6329541996409692,0.7676469356122493,0.6,0.04892966360856269,0.6164383561643836
8,16,0.2566798478364934,0.6682734382143007,0.7730300364458969,0.6438356164383562,0.039755351681957186,0.6438356164383562
8,17,0.7256831169128407,0.600713274542052,0.8221482133132252,0.5714285714285714,0.04892966360856269,0.5753424657534246
8,18,0.3041920900344848,0.6710242754137058,0.7788948933852792,0.6266666666666667,0.045871559633027525,0.6438356164383562
8,19,0.19591901004314413,0.5796942800934458,0.7920489296636086,0.5774647887323944,0.04281345565749235,0.5616438356164384
12,0,0.7462591528892504,0.6858179601258511,0.8407481881781241,0.6143790849673203,0.05045871559633028,0.6438356164383562
12,1,0.369303143024443,0.673316611712956,0.8468434502115537,0.6174496644295302,0.045871559633027525,0.6301369863013698
12,2,0.2988673448562621,0.692574820183773,0.8384022454023712,0.618421052631579,0.04892966360856269,0.6438356164383562
12,3,0.8075073480606066,0.701564175507825,0.8302333375225168,0.6225165562913907,0.047400611620795105,0.6438356164383562
12,4,1.0973367452621443,0.7110669777322371,0.8588664069372879,0.6438356164383562,0.039755351681957186,0.6438356164383562
12,5,0.4353298306465148,0.6360445412531242,0.787880692053119,0.5957446808510638,0.039755351681957186,0.5753424657534246
12,6,0.9541003465652452,0.6771198087513735,0.8528339826567801,0.6438356164383562,0.039755351681957186,0.6438356164383562
12,7,0.8278463840484608,0.7170110885312843,0.8725440911566336,0.6225165562913907,0.047400611620795105,0.6438356164383562
12,8,0.6874775767326354,0.6914514805009195,0.8557664111264716,0.618421052631579,0.04892966360856269,0.6438356164383562
12,9,0.9882042765617359,0.5436921745939879,0.8292488793934062,0.42857142857142855,0.039755351681957186,0.3698630136986301
12,10,0.9478861689567559,0.41246042032914376,0.7471408822420511,0.35,0.039755351681957186,0.2876712328767123
12,11,0.9474619269371025,0.67661081476297,0.8551589795148926,0.6344827586206897,0.039755351681957186,0.6301369863013698
12,12,0.9210379362106323,0.586105814480587,0.8295840140756567,0.6,0.0382262996941896,0.5753424657534246
12,13,0.15272997617721532,0.6741204676559113,0.7954002764861129,0.6351351351351351,0.04281345565749235,0.6438356164383562
12,14,0.8375874876976009,0.7120967696615411,0.8615893762305726,0.618421052631579,0.04892966360856269,0.6438356164383562
12,15,0.7338229179382313,0.48384508967796,0.7964475723681453,0.40601503759398494,0.05045871559633028,0.3698630136986301
12,16,0.27196509838104244,0.6668435942001761,0.7522935779816513,0.6308724832214765,0.04434250764525994,0.6438356164383562
12,17,1.1686698675155618,0.7105380883072379,0.8574630304553643,0.6438356164383562,0.039755351681957186,0.6438356164383562
12,18,0.6531106233596775,0.5715003881418319,0.7701813916467681,0.625,0.039755351681957186,0.6164383561643836
12,19,0.7240129709243766,0.6765322919021853,0.8481630430229149,0.6143790849673203,0.05045871559633028,0.6438356164383562
15,0,0.15076706409454338,0.669359888493491,0.7844455615600519,0.6619718309859155,0.03363914373088685,0.6438356164383562
15,1,0.3574720621109,0.6643937044246487,0.7400611620795108,0.6266666666666667,0.045871559633027525,0.6438356164383562
15,2,1.1959595441818236,0.7086302188162068,0.8522893887981233,0.6482758620689655,0.0382262996941896,0.6438356164383562
15,3,0.896181190013885,0.5704781100211154,0.8402454861547485,0.5,0.039755351681957186,0.4520547945205479
15,4,1.0681407690048197,0.712396724258292,0.8622386996774329,0.6482758620689655,0.0382262996941896,0.6438356164383562
15,5,0.7386211037635789,0.4149535226569454,0.7474341250890201,0.3333333333333333,0.04892966360856269,0.2876712328767123
15,6,0.2829260468482971,0.6133308011823334,0.7890327175233547,0.6122448979591837,0.04434250764525994,0.6164383561643836
15,7,0.7289308786392199,0.6852034100025474,0.8504252021281051,0.618421052631579,0.04892966360856269,0.6438356164383562
15,8,0.8522360563278182,0.7168280545816353,0.8725859829919148,0.6482758620689655,0.0382262996941896,0.6438356164383562
15,9,0.73862828016281,0.3976666084478869,0.7138368731934146,0.33070866141732286,0.05045871559633028,0.2876712328767123
15,10,0.9467152476310721,0.6591408941759441,0.8373968413556196,0.6527777777777778,0.03669724770642202,0.6438356164383562
15,11,1.16294376850128,0.7083746099172737,0.8515772275983411,0.6482758620689655,0.0382262996941896,0.6438356164383562
15,12,0.9409843087196339,0.690436234068573,0.8572535712789577,0.6438356164383562,0.039755351681957186,0.6438356164383562
15,13,0.4111585795879363,0.6643101243859864,0.7341963051401282,0.6438356164383562,0.039755351681957186,0.6438356164383562
15,14,0.9639207005500788,0.709693324317265,0.8553265468560178,0.618421052631579,0.04892966360856269,0.6438356164383562
15,15,0.1274198532104492,0.6674474996342273,0.7578442461564241,0.6351351351351351,0.04281345565749235,0.6438356164383562
15,16,0.28978004455566386,0.6552044218853086,0.7833144820074568,0.6258503401360545,0.04281345565749235,0.6301369863013698
15,17,1.1520440816879252,0.7107012687510453,0.8578610028905366,0.6482758620689655,0.0382262996941896,0.6438356164383562
15,18,0.8662829160690305,0.6822771149081813,0.8461312890117716,0.6351351351351351,0.04281345565749235,0.6438356164383562
15,19,0.7178723096847521,0.6829050903956841,0.8506974990574336,0.6143790849673203,0.05045871559633028,0.6438356164383562
20,0,1.197842788696289,0.7157506229490784,0.8701981483808805,0.6527777777777778,0.03669724770642202,0.6438356164383562
20,1,0.7338977813720691,0.656365914064989,0.8359306271207743,0.6,0.04892966360856269,0.6164383561643836
20,2,1.179787802696228,0.7089719863233722,0.8532319550919526,0.6482758620689655,0.0382262996941896,0.6438356164383562
20,3,0.5221934318542475,0.6766182481273653,0.805202965941938,0.6438356164383562,0.039755351681957186,0.6438356164383562
20,4,1.0705441474914532,0.7127509510874138,0.8631393741359809,0.6482758620689655,0.0382262996941896,0.6438356164383562
20,5,0.8617692351341247,0.6588873279504432,0.847974529764149,0.6394557823129252,0.04128440366972477,0.6438356164383562
20,6,0.9841929316520674,0.4887623003101995,0.7971806794855683,0.42857142857142855,0.039755351681957186,0.3698630136986301
20,7,1.0967460393905621,0.7098538544035989,0.8556616815382682,0.6482758620689655,0.0382262996941896,0.6438356164383562
20,8,0.6956879258155804,0.7215168204322033,0.8823677265300993,0.6266666666666667,0.045871559633027525,0.6438356164383562
20,9,0.6191858410835261,0.43097685414600456,0.7569226257802354,0.3559322033898305,0.03669724770642202,0.2876712328767123
20,10,0.7697913646697987,0.6761566909100173,0.8206819990783796,0.6143790849673203,0.05045871559633028,0.6438356164383562
20,11,1.1960458040237412,0.7073482720266773,0.8486447991286499,0.6482758620689655,0.0382262996941896,0.6438356164383562
20,12,0.9863928675651544,0.6831069096543417,0.8447488584474886,0.6438356164383562,0.039755351681957186,0.6438356164383562
20,13,0.9525584936141959,0.659498018295583,0.8498177705165263,0.6293706293706294,0.0382262996941896,0.6164383561643836
20,14,0.9899957299232478,0.7106899422319489,0.8579238406434586,0.618421052631579,0.04892966360856269,0.6438356164383562
20,15,1.1576463460922224,0.7091308547659352,0.8537556030329689,0.6527777777777778,0.03669724770642202,0.6438356164383562
20,16,0.6305022954940783,0.647383464005938,0.7507645259938838,0.6344827586206897,0.039755351681957186,0.6301369863013698
20,17,1.1579780101776103,0.7106572869354593,0.8577562733023334,0.6482758620689655,0.0382262996941896,0.6438356164383562
20,18,0.43125345706939694,0.6896179180231711,0.8527920908214989,0.6573426573426573,0.035168195718654434,0.6438356164383562
20,19,0.7164182066917412,0.6879579284860899,0.848519123622806,0.6394557823129252,0.04128440366972477,0.6438356164383562
22,0,1.176476716995239,0.7158767887653478,0.8704913912278496,0.6527777777777778,0.03669724770642202,0.6438356164383562
22,1,0.810168588161468,0.7125572119394115,0.8627204557831678,0.618421052631579,0.04892966360856269,0.6438356164383562
22,2,1.1919301748275755,0.7089070484992388,0.8530643877508273,0.6482758620689655,0.0382262996941896,0.6438356164383562
22,3,1.0824556589126586,0.7168197567819006,0.8725650370742741,0.6527777777777778,0.03669724770642202,0.6438356164383562
22,4,1.0821726083755474,0.7128881051507052,0.8634535629005907,0.6482758620689655,0.0382262996941896,0.6438356164383562
22,5,0.8281955480575559,0.6381811922032083,0.8481420971052742,0.6266666666666667,0.045871559633027525,0.6438356164383562
22,6,1.0872993946075429,0.7124044189415619,0.8622177537597923,0.6527777777777778,0.03669724770642202,0.6438356164383562
22,7,0.8799629807472229,0.717698498044856,0.8745339533324955,0.618421052631579,0.04892966360856269,0.6438356164383562
22,8,0.6595232486724847,0.7164342017764358,0.8718738217921327,0.6225165562913907,0.047400611620795105,0.6438356164383562
22,9,0.790233230590819,0.5491130526990997,0.8153617359976542,0.5960264900662252,0.05045871559633028,0.6164383561643836
22,10,1.0104278326034535,0.6809893632692202,0.8227765908424448,0.6438356164383562,0.039755351681957186,0.6438356164383562
22,11,1.1819078445434552,0.7081885251998032,0.8510745255749654,0.6482758620689655,0.0382262996941896,0.6438356164383562
22,12,1.044934892654418,0.7105662898194733,0.8576096518788487,0.618421052631579,0.04892966360856269,0.6438356164383562
22,13,0.9650826692581165,0.484582467767315,0.8043860751539526,0.35,0.039755351681957186,0.2876712328767123
22,14,1.1122892856597877,0.7131723285082039,0.8641447781827322,0.6482758620689655,0.0382262996941896,0.6438356164383562
22,15,1.1653651237487779,0.7088013531653398,0.8528339826567802,0.6527777777777778,0.03669724770642202,0.6438356164383562
22,16,0.9064419031143173,0.5637344266532996,0.8299610405931884,0.5,0.039755351681957186,0.4520547945205479
22,17,1.1641133308410623,0.7107151849930977,0.857902894725818,0.6482758620689655,0.0382262996941896,0.6438356164383562
22,18,0.753601837158202,0.5172774097145656,0.7902894725817938,0.4748201438848921,0.05045871559633028,0.4520547945205479
22,19,1.194432425498962,0.7011547164859205,0.8251853713711197,0.6482758620689655,0.0382262996941896,0.6438356164383562
