duration_scaled,orig_bytes_scaled,resp_bytes_scaled,orig_pkts_scaled,resp_pkts_scaled,bytes_per_sec_scaled,pkts_per_sec_scaled,byte_ratio_scaled,proto_tcp,proto_udp,service_dns,service_http,service_none,service_ssh,conn_state_REJ,conn_state_RSTO,conn_state_S1,conn_state_SF,is_attack,actual_attack_pct,window_id,ts
0.01059110704644622,-0.08944422073744789,-0.2962022201619998,-0.1599176548460383,-0.276744563161075,-0.24930387848823138,-0.2369474219094027,-0.13653593669113814,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123961.497192
0.010604077427655697,0.0036068970219691773,-0.19312659175527772,-0.08964959426385685,-0.14944495205897249,-0.2491397289041866,-0.23689965529267085,-0.09920096175063763,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123961.495982
0.1699973056148556,0.2815084415411251,-0.13646898644597685,0.0157524966094153,-0.09852510761813149,-0.24897669597684416,-0.23692322901109358,0.19351724711439922,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123946.56483
0.010605262376062453,0.0025637230560564303,1.4344996131106373,0.41979384495695854,1.1744710034028936,-0.2491415712706797,-0.23655329862322275,-0.4777828429850225,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123961.495883
0.01058975129466549,-0.2761723606358297,-0.5940211061129143,-0.3355878063014919,-0.53134378536528,-0.2496333240819279,-0.23706685941162106,-0.12463319105682827,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123961.497349
-0.1633819398421109,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.23707791172837678,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123977.794164
0.25550894726266704,-0.36984938277479434,-0.7379063557416712,-0.38828885173812794,-0.6331834742469621,-0.24979859986280267,-0.23712535960535558,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123939.486612
0.15930795008847146,-0.015796138744007922,-0.20653152199531102,-0.12478362455494757,-0.14944495205897249,-0.24934314602659016,-0.23698824013656972,-0.11335640040243793,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123950.837054
0.15929033599053272,-0.016422043123555573,-0.16340631060502953,-0.08964959426385685,-0.14944495205897249,-0.24934393660268428,-0.2369708170038079,-0.15099009548449857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123950.838731
0.15931075766893085,0.3365880269413181,1.9808089412448633,0.736000117576775,1.6836694478113037,-0.2488898439387418,-0.23656152705401295,-0.41267107931910985,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123950.836836
0.15929329302394424,0.07057866563356756,-0.19263798098583118,-0.12478362455494757,-0.174904874279393,-0.24923201841504067,-0.23698823548667936,-0.009203604309527701,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123950.838486
0.15937996506101385,0.42358873569844124,0.20883011992724257,0.12115458748268745,0.18153403680649405,-0.2487780555075521,-0.23686636006785663,0.013156907906109395,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123950.830379
0.15929215077638093,-0.01704794750310322,1.5956561912420044,0.4373608601025039,1.3272305367254167,-0.24934474329172537,-0.23670955532973575,-0.49269063871344504,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123950.838616
-0.3897102774269832,-0.3631730693929528,-0.7368866463097827,-0.4585569123203094,-0.7095632409082235,1.5099523134363437,1.5471944064567045,4.119297628905474,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124000.19911
0.3411190784059834,-0.0074507470167059445,-0.20653152199531102,-0.054515563972766135,-0.14944495205897249,-0.2494483857464938,-0.23700540063201792,-0.10179072394094929,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123939.368883
0.3411070901441741,0.08413992719043327,0.19404433316486036,0.0157524966094153,0.15607411458607354,-0.24935986732515017,-0.23697922939988736,-0.24528556034634053,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123939.370015
0.3411039943330213,-0.09820688205111495,-0.2822024594200316,-0.17748466999158366,-0.2512846409406545,-0.24953608507244973,-0.23705119273433706,-0.16505764833013883,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123939.370312
0.3411058304692912,-0.09820688205111495,-0.31886951107501965,-0.17748466999158366,-0.276744563161075,-0.24953608573200164,-0.23705119301376346,-0.1266481042719745,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123939.37015
0.341186150755892,0.9205568130592741,2.064595066231696,0.8589692235955926,1.7600492144725652,-0.2485516939702107,-0.23666525930311708,-0.26493633574506054,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123939.36263
0.34112090386704247,0.17656514057030268,1.3190812517887656,0.49006190553914,1.098091236741632,-0.24927055813590362,-0.2368025977690757,-0.40840325341287775,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123939.368747
-0.3120876166135641,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.23691603969006722,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124001.162551
-0.3120420227879299,-0.18583349518778575,-0.48463602559638247,-0.26531974571931044,-0.42950409648359805,-0.24812534744245765,-0.2364237329459137,-0.06900133275049929,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124001.158286
-0.06000551427862788,0.3614155673300415,-0.21175753283373921,-0.054515563972766135,-0.174904874279393,-0.2482321710008313,-0.23681438184083886,0.419477858408171,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123977.548778
-0.3120450652230284,-0.18583349518778575,-0.4034204181357686,-0.23018571542821972,-0.35312432982233655,-0.248125281897201,-0.23630058634590076,-0.19890197115526645,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124001.158582
-0.3120838375889154,-0.27784143898129005,-0.5573540544579261,-0.3355878063014919,-0.5058838631448596,-0.24896152300525984,-0.2366696933710999,-0.2287861375917246,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124001.162224
-0.31208119013661917,-0.27784143898129005,-0.5815509095187786,-0.3004537760104012,-0.5058838631448596,-0.2489615515518348,-0.23654653521860555,-0.1707229648245473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124001.16198
0.4863468568770328,-0.09862415163748006,-0.5216217364488357,-0.23018571542821972,-0.4040441742631775,-0.24957994406456968,-0.23708600422445913,0.3194007821763317,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123928.01962
0.4862829016886988,-0.27909324774038535,-0.5306929016033433,-0.2828867608648558,-0.42950409648359805,-0.24972542892706454,-0.23710237250683694,-0.28151057669437046,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123928.025611
0.48629419606180135,-0.18833711270597633,-0.4752249572979122,-0.26531974571931044,-0.37858425204275703,-0.24965225987811435,-0.2370969153977198,-0.09518675635153084,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123928.024553
0.48627978452712417,-0.27909324774038535,-0.5955506702607468,-0.3180207911559465,-0.480423940924439,-0.2497254286666907,-0.2371132882391427,-0.13459137584652386,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123928.025903
0.4862947938736102,0.08497446636316347,0.30102884772715477,0.1035875723371421,0.28337372568817604,-0.24943190911692714,-0.23698229997382386,-0.2816350418920538,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123928.024689
0.4862800727578177,-0.08485425528743179,-0.4804722120828381,-0.21261870028267438,-0.4040441742631775,-0.24956882556164975,-0.23708054042824506,0.21119593537829845,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123928.026073
0.04381525626219041,-0.18395578204914279,-0.6587726550378294,-0.3355878063014919,-0.582263629806121,-0.24949576090474537,-0.23707418238695702,1.1255035480474112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123976.111371
-0.15469466673871207,-0.18395578204914279,-0.6587726550378294,-0.3355878063014919,-0.582263629806121,-0.24923996575704385,-0.23699966028978484,1.1255035480474112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124000.201405
-0.38971215626409667,-0.3631730693929528,-0.7368866463097827,-0.4585569123203094,-0.7095632409082235,5.639501123311674,5.734485069065473,4.119297628905474,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124022.440549
0.33056127350317466,-0.36984938277479434,-0.7379063557416712,-0.38828885173812794,-0.6331834742469621,-0.24979859986280267,-0.23712922024326374,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123960.214324
-0.056638542094394895,-0.0041125903257851525,1.3617603403025957,0.4373608601025039,1.1235511589620526,-0.24902308156780004,-0.23641597162145445,-0.47575093217478326,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123997.780781
-0.056645811912998716,-0.09445145577382907,-0.2962022201619998,-0.21261870028267438,-0.276744563161075,-0.2492146258221634,-0.2369470865342997,-0.1448840489695302,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123997.782061
-0.05663245722419787,-0.0030694163598724055,-0.2055967883494133,-0.12478362455494757,-0.174904874279393,-0.2490208838011393,-0.23687532355814336,-0.09661130127098098,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123997.780903
-0.05664576921215522,-0.27784143898129005,-0.5815509095187786,-0.3355878063014919,-0.5058838631448596,-0.24960349946969285,-0.2370475708311008,-0.1707229648245473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123997.782385
-0.056647861553486153,-0.27784143898129005,-0.5573540544579261,-0.3355878063014919,-0.5058838631448596,-0.2496034982440567,-0.23704757010967212,-0.2287861375917246,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123997.782596
-0.05656405047293023,-0.004738494705332801,-0.32341571562552224,-0.17748466999158366,-0.276744563161075,-0.24902458186059115,-0.23691843663008796,0.044649696105636086,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123997.775088
-0.009026952152417469,-0.09820688205111495,-0.2956073896600649,-0.1599176548460383,-0.2512846409406545,-0.24929464054634362,-0.23693634283385165,-0.1517541712913293,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123994.067312
-0.00902229776047728,-0.188963017085524,-0.4667486226453396,-0.26531974571931044,-0.4040441742631775,-0.24946301815362257,-0.23701170039715802,-0.11279163931506173,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123994.066884
-0.009014643634282053,-0.188963017085524,-0.46275476070377664,-0.2477527305737651,-0.4040441742631775,-0.24946302490065733,-0.23699914454652776,-0.11992148212936067,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123994.066174
-0.009025222768256175,0.08184494446542523,-0.19040736660357524,-0.054515563972766135,-0.174904874279393,-0.24896060680318358,-0.23686098848247092,0.003526903460749321,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123994.067176
-0.009012626019427261,-0.00911982536216634,1.3696418444532334,0.3495257843747771,1.1235511589620526,-0.24912938875024357,-0.23657214573029361,-0.4779803281506727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123994.066
0.2238742301936518,0.08017586611996483,-0.39821565124383806,-0.14235063970049294,-0.35312432982233655,-0.24928060522025083,-0.23701435972473422,0.37156286477456185,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784123972.250339
-0.389293026134841,-0.2767982650153773,-0.6106338722740966,-0.3355878063014919,-0.53134378536528,-0.0933006814429735,-0.14607797327126457,-0.06568948400479219,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124030.051231
-0.38902881466575956,0.0013119142969611334,-0.3967498189354985,-0.17748466999158366,-0.35312432982233655,0.13336209164081467,-0.11835749580419949,0.1971396315138278,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.181694,window_10_0pct,1784124030.026495
