attack_type,n_benign,n_attack,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,benign_fpr_mean,benign_fpr_std,attack_recall_mean,attack_recall_std
apache_bench,6821,1487,0.2704221565092041,0.04055743808743085,0.6957075773844905,0.07910709804442795,0.04008835198324329,0.00031677950410286345,0.061545227972438055,0.0022650519122766923,0.026227303295225286,0.0
portscan,6821,694,0.9911576727484677,0.003174143534963676,0.9987503416935409,0.000652017106870155,0.7645303834116641,0.013453946785726393,0.061545227972438055,0.0022650519122766923,0.9930835734870318,0.01546559984437898
slowloris,6821,929,1.0,5.551115123125783e-17,1.0,5.551115123125783e-17,0.8157292583696869,0.005510206464481124,0.061545227972438055,0.0022650519122766923,1.0,0.0
