attack_type_pair,n_benign,n_attack,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,benign_fpr_mean,benign_fpr_std,attack_recall_mean,attack_recall_std
portscan+apache_bench,6821,2181,0.958735811860166,0.018057632929806937,0.9868192875509667,0.005185643263244375,0.8747254022553168,0.012541329809490938,0.06603137369887113,0.003594988888509093,0.938101788170564,0.026062304431219263
portscan+slowloris,6821,1623,0.9994515111188829,0.0002702322355825798,0.9998578562471032,7.186672287339946e-05,0.8781825250219304,0.0058054906418425764,0.06603137369887113,0.003594988888509093,1.0,0.0
apache_bench+slowloris,6821,2416,0.9672056637118699,0.014117569278684652,0.9881968400081167,0.0046469951701426015,0.8861756924050418,0.01126429298402785,0.06603137369887113,0.003594988888509093,0.9441225165562914,0.023527270680666085
