src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.3,192.168.10.1,50119,80,6,2026-07-06 17:27:45,9815.0,562404.4829342843,1426.3881813550686,815.078960774325,611.3092205807437,8,6,1399,4121,548,66,174.875,187.00497152482336,1514,66,686.8333333333334,634.7136931106987,1514,66,394.2857142857143,506.7803734743241,256826.34693877544,160,120,20,2,755.0,4086.0,14.0,1252.7168628471234,9815.0,4086.0,174.0,1402.142857142857,1443.6880775659688,9433.0,4824.0,46.0,1886.6,2041.99486777024,2,2,0,0,2,2,0,4,13,0,2,0.75,394.2857142857143,65535,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.875,686.8333333333334,0,8,6,1399,4121
192.168.10.3,192.168.10.1,50121,80,6,2026-07-06 17:27:45,7816875.0,3610.6500359798515,5.245062764851683,2.6864955624850086,2.558567202366675,21,20,3990,24234,551,66,190.0,195.4935146896548,1514,66,1211.7,487.6420921126478,1514,66,688.390243902439,629.5910355936943,396384.8720999405,420,400,20,6,195421.875,7415584.0,0.0,1157716.6920403105,7816875.0,7415584.0,0.0,390843.75,1613764.7077383022,7814622.0,7417251.0,4.0,411295.8947368421,1653562.8475315415,6,9,0,0,0,2,0,15,40,0,2,0.9523809523809523,688.390243902439,65535,501,0,0,0,0,0,0,0,0,0,0,6231.666666666667,4.666666666666667,0,259652777.7777777777777777778,190.0,1211.7,0,21,20,3990,24234
192.168.10.3,192.168.10.1,50122,80,6,2026-07-06 17:27:45,7427579.0,6579.9367465495825,8.885802493652374,4.577534617942132,4.308267875710242,34,32,6558,42315,909,66,192.88235294117646,221.62976078372665,1514,66,1322.34375,391.0698154881523,1514,66,740.5,646.5930819583238,418082.61363636365,680,640,20,9,114270.44615384615,4827862.0,0.0,667417.4231536877,7427579.0,4827862.0,0.0,225078.15151515152,923283.9967797466,7423402.0,4828866.0,3.0,239464.5806451613,951029.7245037417,9,13,0,0,0,2,0,22,65,0,2,0.9411764705882353,740.5,65535,487,0,0,0,0,0,0,0,0,0,0,8086.0,5.75,0,262959349.5934959349593495935,192.88235294117646,1322.34375,0,34,32,6558,42315
192.168.10.3,192.168.10.1,50123,80,6,2026-07-06 17:27:45,7425656.0,2987.3454951320127,4.444051811718722,2.1546917874999867,2.2893600242187357,16,17,2370,19813,501,66,148.125,169.06096348654825,1514,66,1165.4705882352941,569.6123674350374,1514,66,672.2121212121212,662.9580066949603,439513.318640955,320,340,20,3,232051.75,7418260.0,0.0,1290681.189952422,7425656.0,7418260.0,0.0,495043.73333333334,1850307.4808784786,7422880.0,7419786.0,3.0,463930.0,1795994.3620149188,3,6,0,0,0,2,0,9,32,0,2,1.0625,672.2121212121212,65535,501,0,0,0,0,0,0,0,0,0,0,6227.666666666667,5.0,0,205307692.3076923076923076923,148.125,1165.4705882352941,0,16,17,2370,19813
192.168.10.3,192.168.10.1,50124,80,6,2026-07-06 17:27:45,7429413.0,14108.651652559898,16.152016316766883,6.730006798652868,9.422009518114015,50,70,4176,100643,501,66,83.52,84.62416676103818,1514,66,1437.7571428571428,311.30189461652293,1514,66,873.4916666666667,710.8218951307158,505267.7665972223,1000,1400,20,2,62432.04201680672,7414936.0,0.0,676852.9147291165,7429413.0,7414936.0,0.0,151620.67346938775,1048369.3427842172,7427780.0,7416833.0,3.0,107648.98550724638,886368.9210647028,2,11,0,0,0,2,0,13,119,0,2,1.4,873.4916666666667,65535,503,0,0,0,0,0,0,0,0,0,0,24003.75,17.0,0,28049956.17879053461875547765,83.52,1437.7571428571428,0,50,70,4176,100643
192.168.10.3,192.168.10.1,50125,80,6,2026-07-06 17:27:45,7423672.0,1079.1155643729949,1.7511549540443059,0.8082253634050642,0.9429295906392416,6,7,840,7171,498,66,140.0,160.1624175641714,1514,66,1024.4285714285713,630.5398723413491,1514,66,616.2307692307693,648.3190280488284,420317.5621301775,120,140,20,1,618639.3333333334,7418760.0,4.0,2050313.696167505,7423672.0,7418760.0,175.0,1484734.4,2967012.976234489,7420391.0,7420293.0,4.0,1236731.8333333333,2765372.6224635877,1,2,0,0,0,2,0,3,12,0,2,1.1666666666666667,616.2307692307693,65535,506,0,0,0,0,0,0,0,0,0,0,6701.0,5.0,0,319095238.0952380952380952381,140.0,1024.4285714285713,0,6,7,840,7171
192.168.10.3,192.168.10.1,50126,80,6,2026-07-06 17:27:45,1504.0,144946.8085106383,1994.68085106383,1329.7872340425533,664.8936170212767,2,1,144,74,78,66,72.0,6.0,74,74,74.0,0.0,78,66,72.66666666666667,4.988876515698588,24.888888888888886,40,20,20,0,752.0,1493.0,11.0,741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0.5,72.66666666666667,65535,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,74.0,0,2,1,144,74
