src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.3,192.168.10.1,49265,80,6,2026-07-06 17:05:56,112182351.0,828.962837478776,1.0696869777671179,0.5081013144393809,0.5615856633277369,57,63,8975,84020,551,60,157.4561403508772,177.41210526307117,1514,66,1333.6507936507937,399.5742638617257,1514,60,774.9583333333334,666.1574563098593,443765.7565972221,1140,1260,20,13,942708.8319327731,45015761.0,3.0,5603624.898302064,112182351.0,45015761.0,32.0,2003256.267857143,8037521.629307813,112180222.0,45018806.0,3.0,1809358.4193548388,7662225.200695324,12,22,0,0,0,2,0,34,119,0,2,1.105263157894737,774.9583333333334,65535,501,45014170.0,2009.0,21660545.0,18415186.74918288,45013220.0,19965988.0,33810782.666666664,10394790.263178997,0,0,9029.625,6.75,0,47902519.89389920424403183024,157.4561403508772,1333.6507936507937,0,57,63,8975,84020
192.168.10.3,192.168.10.1,49266,80,6,2026-07-06 17:05:56,152386655.0,1596.4980660544063,1.8308689825890596,0.794032784563714,1.0368361980253455,121,158,13786,229499,607,60,113.93388429752066,139.02510240883933,1514,66,1452.5253164556962,244.31821176405046,1514,60,871.989247311828,694.4527278960239,482264.59128222906,2420,3160,20,14,548153.4352517986,45012274.0,0.0,4385531.206299571,152386655.0,45012274.0,0.0,1269888.7916666667,6606032.081025246,112168266.0,45015369.0,3.0,714447.5541401274,4876486.373443044,13,33,0,0,0,2,0,46,278,0,2,1.3057851239669422,871.989247311828,65535,488,45008404.0,1351.0,22202463.0,18949660.38387732,40211827.0,7351413.0,25804346.8,11798665.422580613,0,0,17321.333333333332,12.166666666666666,0,28508572.21231655465642573035,113.93388429752066,1452.5253164556962,0,121,158,13786,229499
192.168.10.3,192.168.10.1,49267,80,6,2026-07-06 17:05:56,112167925.0,570.7513979598,0.7845380040684536,0.38335379744253983,0.4011842066259138,43,45,8024,55996,550,60,186.6046511627907,194.2110024348229,1514,66,1244.3555555555556,481.63500036879265,1514,60,727.5,645.4589804585148,416617.29545454547,860,900,20,13,1289286.4942528736,45017229.0,3.0,6440376.587755137,112167925.0,45017229.0,93.0,2670664.880952381,9068102.093457844,112166906.0,45019636.0,3.0,2549247.8636363638,8877596.695448846,12,19,0,0,0,2,0,31,87,0,2,1.0465116279069768,727.5,65535,501,45015811.0,11625.0,16239903.75,17159168.33696519,45015388.0,8011099.0,25700552.25,16000648.806122806,0,0,6452.428571428572,5.0,0,153108474.5762711864406779661,186.6046511627907,1244.3555555555556,0,43,45,8024,55996
192.168.10.3,192.168.10.1,49268,80,6,2026-07-06 17:05:56,112163918.0,317.41936832128135,0.43686063106319095,0.21397255399013435,0.2228880770730566,24,25,3327,32276,501,60,138.625,161.74744008793462,1514,66,1291.04,467.50242608996155,1514,60,726.5918367346939,675.4260913166742,456200.4048313203,480,500,20,5,2336748.2916666665,45013930.0,4.0,8760130.134814698,112163918.0,45013930.0,111.0,4876692.0869565215,12155916.520458171,112161397.0,45018237.0,4.0,4673391.541666667,11940897.632890003,4,8,0,0,0,2,0,12,48,0,2,1.0416666666666667,726.5918367346939,65535,501,45012644.0,1800.0,21661183.0,18414511.765935168,45010396.0,19970839.0,34283060.333333336,10531964.287234245,0,0,7654.5,5.5,0,58767754.31861804222648752399,138.625,1291.04,0,24,25,3327,32276
192.168.10.3,192.168.10.1,49280,80,6,2026-07-06 17:07:10,112873231.0,79.70889040998568,0.1594709377992378,0.0708759723552168,0.088594965444021,8,10,969,8028,501,60,121.125,143.65534927387841,1514,66,802.8,711.9860672794097,1514,60,499.8333333333333,636.8143153402115,405532.47222222225,160,200,20,2,6639601.823529412,45501022.0,3.0,14602774.253290419,112873231.0,45501022.0,215.0,16124747.285714285,19103181.04029805,112872533.0,45504073.0,3.0,12541392.555555556,18133021.866773717,1,2,0,0,1,2,0,3,17,0,2,1.25,499.8333333333333,65535,506,0,0,0,0,45498478.0,37865115.0,41681796.5,3816681.5,0,0,7360.0,6.0,0,237419354.8387096774193548387,121.125,802.8,0,8,10,969,8028
192.168.10.3,192.168.10.1,49281,80,6,2026-07-06 17:07:10,132964396.0,457.4984118304873,0.5565399627731923,0.25570755046335863,0.3008324123098337,34,40,3995,56836,550,60,117.5,141.1022261882998,1514,66,1420.9,320.46051238803193,1514,60,822.0405405405405,697.552370196873,486579.30916727526,680,800,20,5,1821430.082191781,44999923.0,0.0,8219168.675044148,132964396.0,44999923.0,0.0,4029224.121212121,11855107.020257477,87963758.0,40222955.0,3.0,2255480.9743589745,8698180.165462753,4,10,0,0,0,2,0,14,73,0,2,1.1764705882352942,822.0405405405405,65535,501,40215273.0,37862174.0,39038723.5,1176549.5,44996125.0,37865245.0,41025790.0,2966949.306012828,0,0,25231.5,17.5,0,23201379.31034482758620689655,117.5,1420.9,0,34,40,3995,56836
192.168.10.1,192.168.10.3,80,49266,6,2026-07-06 17:08:28,45006253.0,101.56366494229147,0.17775307800007256,0.08887653900003628,0.08887653900003628,4,4,3923,648,1514,66,980.75,564.4233229589295,456,60,162.0,169.7586522095413,1514,60,571.375,584.1949455233245,341283.734375,80,80,20,3,6429464.714285715,45001294.0,29.0,15746883.406475397,45006253.0,45002035.0,29.0,15002084.333333334,21213168.619644813,45005595.0,45001294.0,817.0,15001865.0,21212799.70556697,2,1,0,0,0,0,0,3,8,0,0,1.0,571.375,484,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.75,162.0,0,4,4,3923,648
192.168.10.3,192.168.10.1,49267,80,6,2026-07-06 17:08:33,30005833.0,8.598328198387295,0.13330741392848516,0.06665370696424258,0.06665370696424258,2,2,126,132,66,60,63.0,3.0,66,66,66.0,0.0,66,60,64.5,2.598076211353316,6.75,40,40,20,1,10001944.333333334,30005131.0,39.0,14144388.939634385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1.0,64.5,2048,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,66.0,0,2,2,126,132
192.168.10.3,192.168.10.1,49268,80,6,2026-07-06 17:08:34,29503534.0,8.744715124635578,0.13557697867652058,0.06778848933826029,0.06778848933826029,2,2,126,132,66,60,63.0,3.0,66,66,66.0,0.0,66,60,64.5,2.598076211353316,6.75,40,40,20,1,9834511.333333334,29502863.0,59.0,13907624.840094116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1.0,64.5,2048,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,66.0,0,2,2,126,132
192.168.10.3,192.168.10.1,49265,80,6,2026-07-06 17:08:34,29503534.0,8.744715124635578,0.13557697867652058,0.06778848933826029,0.06778848933826029,2,2,126,132,66,60,63.0,3.0,66,66,66.0,0.0,66,60,64.5,2.598076211353316,6.75,40,40,20,1,9834511.333333334,29502839.0,70.0,13907607.869544648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1.0,64.5,2048,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,66.0,0,2,2,126,132
