src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.3,192.168.10.1,49609,80,6,2026-07-06 17:21:34,65694.0,192133.22373428318,365.3301671385515,197.88717386671536,167.4429932718361,13,11,2131,10491,538,66,163.92307692307693,177.8168727558957,1514,66,953.7272727272727,645.5658674807694,1514,66,525.9166666666666,602.4984727965891,363004.40972222225,260,220,20,3,2856.2608695652175,55193.0,0.0,11186.105190067337,65694.0,55193.0,0.0,5474.5,15019.161558378239,65253.0,58166.0,3.0,6525.3,17257.608716447365,3,4,0,0,2,2,0,7,23,0,2,0.8461538461538461,525.9166666666666,65535,501,0,0,0,0,0,0,0,0,0,0,5991.0,5.0,0,142642857.1428571428571428571,163.92307692307693,953.7272727272727,0,13,11,2131,10491
192.168.10.3,192.168.10.1,49610,80,6,2026-07-06 17:21:34,61366.0,1583857.510673663,1808.8192158524266,733.3050875077405,1075.514128344686,45,66,3816,93379,485,66,84.8,85.89725128185289,1514,66,1414.8333333333333,349.4226226103845,1514,66,875.6306306306307,708.524490512755,502006.95365635905,900,1320,20,2,557.8727272727273,46680.0,0.0,4428.1672242158875,61366.0,46680.0,0.0,1394.6818181818182,6919.478300003178,61019.0,47260.0,3.0,938.7538461538461,5829.446169843289,2,11,0,0,2,2,0,13,110,0,2,1.4666666666666666,875.6306306306307,65535,503,0,0,0,0,0,0,0,0,0,0,17731.0,12.4,0,32653775.32228360957642725599,84.8,1414.8333333333333,0,45,66,3816,93379
192.168.10.3,192.168.10.1,49611,80,6,2026-07-06 17:21:34,61258.0,241715.36778869698,408.1099611479317,212.21717979692448,195.89278135100722,13,12,1714,13093,488,66,131.84615384615384,151.89766097041795,1514,66,1091.0833333333333,609.04480655276,1514,66,592.28,647.8525461862444,419712.92159999994,260,240,20,2,2552.4166666666665,54787.0,4.0,10904.142564933241,61258.0,54787.0,129.0,5104.833333333333,14995.393525087036,60881.0,57579.0,4.0,5534.636363636364,16474.786787268305,2,4,0,0,2,2,0,6,24,0,2,0.9230769230769231,592.28,65535,503,0,0,0,0,0,0,0,0,0,0,6146.5,4.5,0,211948275.8620689655172413793,131.84615384615384,1091.0833333333333,0,13,12,1714,13093
192.168.10.3,192.168.10.1,49612,80,6,2026-07-06 17:21:34,59037.0,172688.3141081017,321.8320714128428,169.38530074360148,152.44677066924132,10,9,1094,9101,488,66,109.4,126.25070296833994,1514,66,1011.2222222222222,668.9676587063547,1514,66,536.578947368421,650.4834894777134,423128.77008310246,200,180,20,1,3279.8333333333335,52592.0,0.0,11985.471224454306,59037.0,52592.0,0.0,6559.666666666667,16306.552936370907,58681.0,56473.0,3.0,7335.125,18584.560765844722,1,2,0,0,2,2,0,3,18,0,2,0.9,536.578947368421,65535,506,0,0,0,0,0,0,0,0,0,0,8499.0,6.0,0,257545454.5454545454545454545,109.4,1011.2222222222222,0,10,9,1094,9101
192.168.10.3,192.168.10.1,49613,80,6,2026-07-06 17:21:34,58504.0,7110.624914535758,102.55709011349651,68.37139340899768,34.18569670449884,4,2,276,140,78,66,69.0,5.196152422706632,74,66,70.0,4.0,78,66,69.33333333333333,4.85340659285368,23.55555555555556,80,40,20,0,11700.8,55193.0,22.0,21769.867637631607,58504.0,55193.0,504.0,19501.333333333332,25255.326228122434,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,2,0.5,69.33333333333333,65535,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,70.0,0,4,2,276,140
192.168.10.3,192.168.10.1,49615,80,6,2026-07-06 17:21:34,11758311.0,3997.0026307349754,5.442958601792383,2.7214793008961915,2.7214793008961915,32,32,6419,40579,597,66,200.59375,200.72584838763916,1514,66,1268.09375,445.36581588727427,1514,66,734.34375,635.7749999692796,404209.8505859375,640,640,20,10,186639.85714285713,7319124.0,3.0,1058390.2634577595,11758311.0,7319124.0,42.0,379300.3548387097,1484398.5140536053,11757577.0,7322847.0,3.0,379276.67741935485,1485213.4526167717,10,14,0,0,0,2,0,24,63,0,2,1.0,734.34375,65535,501,0,0,0,0,0,0,0,0,0,0,6813.5,5.25,0,232940170.9401709401709401709,200.59375,1268.09375,0,32,32,6419,40579
192.168.10.3,192.168.10.1,49616,80,6,2026-07-06 17:21:34,4390761.0,5843.633939538043,7.743532385388318,3.644015240182738,4.0995171452055805,16,18,2343,23315,491,66,146.4375,165.5475644452373,1514,66,1295.2777777777778,454.19083184097303,1514,66,754.6470588235294,671.5100140444204,450925.6989619377,320,360,20,3,133053.36363636365,4384162.0,3.0,751497.0315627101,4390761.0,4384162.0,102.0,292717.4,1093484.6916233015,4388324.0,4385940.0,3.0,258136.70588235295,1031950.8962261019,3,6,0,0,0,2,0,9,33,0,2,1.125,754.6470588235294,65535,501,0,0,0,0,0,0,0,0,0,0,7373.0,5.333333333333333,0,154678321.6783216783216783217,146.4375,1295.2777777777778,0,16,18,2343,23315
192.168.10.3,192.168.10.1,49617,80,6,2026-07-06 17:21:34,4389933.0,8353.658244898043,11.389695469156363,5.694847734578182,5.694847734578182,25,25,4273,32399,597,66,170.92,186.9545228123674,1514,66,1295.96,425.96539577763826,1514,66,733.44,651.6348719950461,424628.0064,500,500,20,6,89590.4693877551,4219240.0,0.0,596455.8982339648,4389933.0,4219240.0,0.0,182913.875,842183.1844364044,4388033.0,4222515.0,3.0,182834.70833333334,842890.2891004202,6,10,0,0,0,2,0,16,49,0,2,1.0,733.44,65535,501,0,0,0,0,0,0,0,0,0,0,6780.5,5.0,0,227915966.3865546218487394958,170.92,1295.96,0,25,25,4273,32399
192.168.10.3,192.168.10.1,49618,80,6,2026-07-06 17:21:34,4387583.0,3559.362865614166,5.925813825060403,3.1908228288786784,2.7349909961817245,14,12,1786,13831,491,66,127.57142857142857,148.40086363135023,1514,66,1152.5833333333333,556.8857540425644,1514,66,600.6538461538462,645.0578949751895,416099.68786982255,280,240,20,2,175503.32,4383010.0,0.0,858853.7734111771,4387583.0,4383010.0,0.0,337506.3846153846,1167836.3856260357,4386615.0,4385116.0,4.0,398783.1818181818,1260589.180839068,2,4,0,0,0,2,0,6,25,0,2,0.8571428571428571,600.6538461538462,65535,503,0,0,0,0,0,0,0,0,0,0,6515.5,5.0,0,169233766.2337662337662337662,127.57142857142857,1152.5833333333333,0,14,12,1786,13831
192.168.10.3,192.168.10.1,49619,80,6,2026-07-06 17:21:34,4387822.0,12390.201790318752,15.953245140755483,7.520815566356156,8.432429574399327,33,37,4322,50044,541,66,130.96969696969697,153.30628579267236,1514,66,1352.5405405405406,403.97709291457085,1514,66,776.6571428571428,684.9686934600794,469182.1110204082,660,740,20,5,63591.6231884058,4226469.0,0.0,505130.80658899574,4387822.0,4226469.0,0.0,137119.4375,734915.3101464284,4386167.0,4229302.0,3.0,121837.97222222222,694720.8609423039,5,10,0,0,0,2,0,15,69,0,2,1.121212121212121,776.6571428571428,65535,501,0,0,0,0,0,0,0,0,0,0,14581.0,10.666666666666666,0,29476415.09433962264150943396,130.96969696969697,1352.5405405405406,0,33,37,4322,50044
