attack_type,seed,n_benign,n_attack,threshold_95,pr_auc,roc_auc,f1,benign_fpr,attack_recall,recall__portscan,recall__apache_bench,recall__slowloris
slowloris,7,6821,929,0.07942492961883524,1.0,0.9999999999999999,0.8495656149977138,0.04823339686263011,1.0,,,1.0
slowloris,8,6821,929,0.06272627711296078,1.0,1.0,0.8487894015532207,0.04852660900161267,1.0,,,1.0
slowloris,9,6821,929,0.059071376174688335,1.0,1.0,0.8399638336347197,0.05189854859991204,1.0,,,1.0
slowloris,10,6821,929,0.08543913364410351,1.0,1.0,0.7970827970827971,0.06934467086937399,1.0,,,1.0
slowloris,11,6821,929,0.0735802337527275,1.0,1.0,0.7984529437043404,0.06875824659140889,1.0,,,1.0
slowloris,12,6821,929,0.07837940901517866,1.0,1.0,0.8324372759856631,0.054830669989737575,1.0,,,1.0
slowloris,13,6821,929,0.05934315770864485,1.0,1.0,0.8257777777777778,0.05746957924058056,1.0,,,1.0
slowloris,14,6821,929,0.07835060358047484,1.0,1.0,0.7981099656357389,0.06890485266090016,1.0,,,1.0
slowloris,15,6821,929,0.05222540795803067,1.0,1.0,0.8181417877586966,0.06054830669989737,1.0,,,1.0
slowloris,16,6821,929,0.05168005749583236,1.0,1.0,0.8141980718667835,0.062160973464301425,1.0,,,1.0
slowloris,17,6821,929,0.13469355106353756,1.0,1.0,0.8099389712292938,0.06392024629819675,1.0,,,1.0
slowloris,18,6821,929,0.07805780172348022,1.0,1.0,0.8138414367060884,0.0623075795337927,1.0,,,1.0
slowloris,19,6821,929,0.10533549189567559,1.0,1.0,0.7933390264731,0.07095733763377804,1.0,,,1.0
