flow_id,window_id,ts,is_attack,duration_scaled,orig_bytes_scaled,resp_bytes_scaled,orig_pkts_scaled,resp_pkts_scaled,bytes_per_sec_scaled,pkts_per_sec_scaled,byte_ratio_scaled,proto_tcp,proto_udp,service_dns,service_http,service_none,service_ssh,conn_state_REJ,conn_state_RSTO,conn_state_S1,conn_state_SF
window_resampled_15pct::CsDDWa2o6qb5K8Qbpi,window_resampled_15pct,1783691865.100986,0,4.333773154074355,5.3221250448315205,1.690064289477675,4.583176434451209,3.2621846254773748,-0.2489475304802845,-0.23687089444080855,1.1224371085691416,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CZJnDR3NFErw4a99d9,window_resampled_15pct,1783691913.735786,0,1.3975535534552956,0.8218725558839282,1.092132171354097,0.6481650418490482,0.9453317034191091,-0.24932767644630588,-0.23699120259091827,-0.12445988278830517,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CSHNCT3S2aJZNfxdy2,window_resampled_15pct,1783691944.119727,0,0.21208041735045274,0.39750938655062257,1.376418663385992,0.6130310115579575,1.1744710034028936,-0.24889803348643064,-0.23666983067463787,-0.336751121513444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CpbmY21uSM5oZHaoAd,window_resampled_15pct,1783691944.120375,0,0.2120733503608555,0.3007028425139196,0.19850556192937224,0.17385563291932354,0.20699395902691456,-0.24901163566381898,-0.2368684479166333,-0.0766807954819366,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::C7nziEGVJGWwfibM8,window_resampled_15pct,1783691954.064812,0,1.5818155714112725,0.6883462882470965,0.5426150072987218,0.4022268298114132,0.5888927923332221,-0.24941952273261392,-0.23704115522736885,0.00454547119276815,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CrixJQ22c3q7dlGna1,window_resampled_15pct,1783691955.696435,0,0.8713462126079831,0.2821343459206727,-0.07947147799271317,0.06845354204605138,0.003314581263550526,-0.24943345435480788,-0.23704487745698144,0.1251797062714074,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CuHKbp1yj6FevXTuEa,window_resampled_15pct,1783691960.200168,0,1.5163215194044195,0.8994846989478366,1.4493491317125125,0.8941032538866832,1.301770614504996,-0.24932826208978132,-0.2369667528387069,-0.17664956483793462,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CkyzUY34u9EkzDtuw6,window_resampled_15pct,1783691961.645251,0,0.07142231234610594,0.09123351015863995,-0.45166542063198994,-0.195051685137129,-0.37858425204275703,-0.24909241998432827,-0.23699651872621535,0.5821691570305325,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CVZzfP3Ij5BcYhxZk7,window_resampled_15pct,1783691969.046783,0,-0.0540209803885857,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.23710543937948111,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CMaNN53L7dFithvDS3,window_resampled_15pct,1783691980.528249,0,0.10771304398735647,0.08580900553589367,1.5135270940819905,0.5603299661213215,1.2508507700641551,-0.24915164265376044,-0.23659531551912635,-0.45498474279838336,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CNt90EoJqm6S7t1Yd,window_resampled_15pct,1783691995.661183,0,-0.3386878508592998,-0.0034866859462375044,-0.11318562108452437,-0.036948548827220776,-0.09852510761813149,-0.24472761866113735,-0.2348198647875461,-0.17216004673630939,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::Ctmuys10ENAmJgUrpi,window_resampled_15pct,1783691995.662477,0,-0.33870156850527033,0.28401205905931565,0.12959019949091255,0.12115458748268745,0.13061419236565305,-0.24074579304037969,-0.23397569179169192,-0.04895736799126378,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::CpjXUY5PJq5q54wIi,window_resampled_15pct,1783691998.274782,0,-0.38809942013203425,-0.2818055000517585,-0.6191102069266692,-0.3355878063014919,-0.5568037075857005,-0.21126097113167652,-0.2134572436196499,-0.0583203338589603,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_resampled_15pct::Cku3u84hfD3YMGE3Ti,window_resampled_15pct,1783691999.306545,0,-0.362962159485038,-0.18833711270597633,-0.48463602559638247,-0.2477527305737651,-0.42950409648359805,-0.24500641100428375,-0.23483893229860595,-0.07628063739717404,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
