flow_id,window_id,ts,is_attack,duration_scaled,orig_bytes_scaled,resp_bytes_scaled,orig_pkts_scaled,resp_pkts_scaled,bytes_per_sec_scaled,pkts_per_sec_scaled,byte_ratio_scaled,proto_tcp,proto_udp,service_dns,service_http,service_none,service_ssh,conn_state_REJ,conn_state_RSTO,conn_state_S1,conn_state_SF
window_10_0pct::CqAJTh2W7bjzLRL6pi,window_10_0pct,1784125933.333415,0,-0.3399346514378817,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.23677821494047563,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::Cs8QBqk3fGebttt3h,window_10_0pct,1784125109.637046,0,0.000886507697369509,-0.09027875991017809,-0.47822035375408445,-0.21261870028267438,-0.42950409648359805,-0.24929309590557383,-0.2369788020365848,0.18874509995262267,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CjapWKAqMtPzcGxGe,window_10_0pct,1784125384.490066,0,-0.3875517924895126,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.22831320875449237,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CZV8Vn1TJZJQNgTQv3,window_10_0pct,1784125705.421191,0,-0.38916072824650466,-0.18458168642869044,-0.4385579056429241,-0.2477527305737651,-0.4040441742631775,-0.012854755887220246,-0.12460961099947532,-0.14827198922784166,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::C9urT5tE5ZJH6rwv6,window_10_0pct,1784124877.259583,0,0.23194632292013112,0.9080387254683211,0.4802852682745416,0.4022268298114132,0.4615931812311196,-0.24834680559579192,-0.2367778629568608,0.1684943488747823,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CeVTJE3DgKt8VbzUjg,window_10_0pct,1784124646.040378,0,-0.3892019345604704,-0.18917165187870652,1.1531235417489236,0.3143917540836864,0.9453317034191091,-9.235311367599898e-05,0.18385932056253568,-0.5336672789531058,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::ClZNRB1k6iYILgHKbh,window_10_0pct,1784125579.122033,0,-0.3893246567846547,-0.1895889214650716,-0.4767545214457448,-0.2828867608648558,-0.42950409648359805,0.07806833639464261,-0.10171925911269275,-0.0957365241211927,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::C1vnu44YVwKNWRdfo5,window_10_0pct,1784124181.691579,0,0.36087924601197485,-0.2738773779108216,-0.5573540544579261,-0.3004537760104012,-0.5058838631448596,-0.24970829623702412,-0.23709871169622893,-0.2126191588001191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CboWrp4BjmH4NwwIg6,window_10_0pct,1784124526.70234,0,-0.26538389998019407,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.23700858771733385,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CLM8152o5zFz46OVEf,window_10_0pct,1784124431.926336,0,-0.38857330341785223,-0.18583349518778575,1.1531235417489236,0.27925772379259567,0.9453317034191091,-0.13576123677186028,-0.056766153825594017,-0.5323672707253371,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::ChY7yt4DiwwmFu1USg,window_10_0pct,1784124776.309676,0,-0.38065415443753575,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.23505125028173895,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::C7Ckup2lIGEE5wgYZi,window_10_0pct,1784124910.06712,0,-0.38925533196525214,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.19537146468194583,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CtB2xJ3dJjJmzzjEjb,window_10_0pct,1784124090.611618,0,-0.3855458136145591,-0.1895889214650716,-0.4767545214457448,-0.26531974571931044,-0.42950409648359805,-0.21924750960586273,-0.22339428817111692,-0.0957365241211927,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CifKm61wuTu1cyUX9d,window_10_0pct,1784125598.731514,0,-0.38873662346898263,-0.279719152119933,-0.6106338722740966,-0.3004537760104012,-0.53134378536528,-0.1846001921815265,-0.18819200161941674,-0.08258807226458642,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::Cai1hw49WVHvjE1Joa,window_10_0pct,1784124750.976651,0,0.3682918348859942,-0.36984938277479434,-0.7379063557416712,-0.38828885173812794,-0.6331834742469621,-0.24979859986280267,-0.23713087230142027,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::C0ph3c2z2f98ewX5l5,window_10_0pct,1784125037.327853,0,0.2710905064018289,0.08956443181317955,-0.01877752284885395,0.03331951175496066,0.003314581263550526,-0.24930758299775302,-0.23695258482971637,-0.13356538034358287,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CNG81Gj7yK14GgTa8,window_10_0pct,1784124592.379576,0,0.09801299227811126,-0.180617625358222,-0.4610764889304602,-0.2477527305737651,-0.4040441742631775,-0.24952457950474285,-0.23703497186943587,-0.10065665398497065,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CoZzVn46HRNFDsmDyf,window_10_0pct,1784125395.53649,0,-0.13797963505958516,0.08789535346771916,1.6150519143943822,0.49006190553914,1.3272305367254167,-0.24851435652479775,-0.23611780073657226,-0.4607626626092714,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::C2kSXv4h2tY0WAOEPj,window_10_0pct,1784125466.612729,0,-0.3896181290067363,-0.18708530394688103,-0.4767545214457448,-0.26531974571931044,-0.42950409648359805,1.1113933954251176,0.3678677297266339,-0.08867688939674961,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CXioFGKGP6C7GFh9k,window_10_0pct,1784125800.531502,0,0.16544200098198658,0.2823429807138553,0.37829308113920096,0.1914226480648689,0.33429357012901706,-0.24896889018454332,-0.2368351437141463,-0.17373324098645976,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CC6IKs13htGscGk6A,window_10_0pct,1784125689.184368,0,0.709792375116349,0.7334114035745272,1.2082728268568894,0.5778969812668668,1.047171392300791,-0.24908992747477413,-0.2369015029551932,-0.18655253075606545,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CbEihP3CWF3s4FDsEd,window_10_0pct,1784125805.399913,0,-0.38935598852856396,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.18358741541715812,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CTm8aq2BHHKdUJzi72,window_10_0pct,1784125310.144714,0,-0.3895973230207468,-0.2774241693949249,1.1454757210097604,0.29682473893814104,0.9198717811986885,0.31470929140402243,1.5821171949618698,-0.5678900879292397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CRigJy4e2rc2j1YuWe,window_10_0pct,1784124455.689678,0,-0.2043351125325417,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.23705924459933844,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::C6R6xZ1wrAxKkztTN2,window_10_0pct,1784124841.851664,0,0.3270563989448974,0.6708209656197623,0.8992371371552024,0.4549278752480493,0.7925721700965861,-0.24877318780444235,-0.23680887832298325,-0.13590347768202388,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CAdVkf1gRjrmjhRAA5,window_10_0pct,1784124283.708744,0,0.4961267271379679,0.08226221405179032,-0.19083224553352876,-0.0720825791183115,-0.174904874279393,-0.24943814143482884,-0.23703827203928843,0.00456042709315018,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::C2ZC2w3l7ArlClPPV7,window_10_0pct,1784124647.718088,0,-0.11626852996589611,0.2631485797410607,1.7792676208214149,0.683299072140139,1.5054499922683602,-0.24816367459840435,-0.23600840750190363,-0.4188357303834461,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CazhSi1M6xLgl018T3,window_10_0pct,1784125115.475895,0,0.2818439452190776,-0.08944422073744789,-0.30408372431263747,-0.195051685137129,-0.276744563161075,-0.24950370455886323,-0.23704849810686818,-0.12804311616935415,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CJEdYe1t8F0rBDSJbk,window_10_0pct,1784124199.49578,0,-0.38907230547485205,-0.010371634121261637,-0.3967498189354985,-0.195051685137129,-0.35312432982233655,0.14649301441619816,-0.11775533194824547,0.17192011947081726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CZIRdP1HzkvUGtCq4g,window_10_0pct,1784124936.261122,0,-0.38909710398970765,-0.19376161732872263,-0.4767545214457448,-0.2828867608648558,-0.42950409648359805,-0.047861158106787566,-0.15176443512632348,-0.10750258199526445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CgCWLbLmm2DcVZQdh,window_10_0pct,1784124514.002602,0,-0.038680371434015225,0.6207486152559505,2.1752335395915905,0.8414022084500472,1.8618889033542472,-0.24780556597787318,-0.23614089271271532,-0.3536064281430688,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CBgTW5SG8K64JVVxl,window_10_0pct,1784125674.792556,0,-0.32309777290186203,-0.1895889214650716,-0.4767545214457448,-0.2477527305737651,-0.42950409648359805,-0.24788746244447252,-0.2362293662443849,-0.0957365241211927,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::Cwxfsx3hrQZXfZT5rb,window_10_0pct,1784124327.773833,0,-0.38446198080514876,-0.27846734336083767,-0.5573540544579261,-0.3180207911559465,-0.5058838631448596,-0.23750764924005285,-0.22896768552093438,-0.23133881845355705,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::ClVGUg1FNs7T6gQfqj,window_10_0pct,1784125805.39999,0,-0.3893565543147402,-0.36984938277479434,-0.7379063557416712,-0.4058558668836733,-0.684103318687803,-0.24979859986280267,-0.18350236555456084,-0.6040302242810942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::CxlvGG3bwLlBINCKA1,window_10_0pct,1784125818.341941,0,-0.3890887773252275,-0.279719152119933,-0.5573540544579261,-0.3180207911559465,-0.5058838631448596,-0.1478161136354355,-0.1682234319154029,-0.23644418017722194,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
window_10_0pct::COlQyC2Q32EJ8JhKbh,window_10_0pct,1784125456.481729,0,-0.38926393618521493,0.00631914933334232,-0.35007686848010516,-0.17748466999158366,-0.3022044853814955,0.3418730359562475,-0.05614746691655476,0.11023664227261415,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
