group,n,mean,std,p5,p25,p50,p75,p95,p99,ks_statistic,ks_pvalue
benign,6812,10.430776784508213,90.06197425010221,0.00017309188842773438,0.004726052284240723,2.1795809268951416,8.040338933467865,33.91851226091385,81.54158196687737,0.7096906281681887,1.744e-321
apache_bench,1481,24.305873932989766,291.4595156382816,0.0006670951843261719,0.0008389949798583984,0.0009219646453857422,0.0016829967498779297,0.006737947463989258,999.5808550834656,0.7096906281681887,1.744e-321
